lang,id,age,onset,offset,length,is_child,is_not_child,res
english,15,16,42048.55,42050.94,2.389999999999418,2.0,1.0,31
english,04,08,46863.38,46864.38,1.0,1.0,2.0,29
english,15,16,2108.11,2108.86,0.75,3.0,0.0,33
english,23,15,10715.41,10717.41,2.0,3.0,0.0,33
tsimane,c22,15,51336.57,51337.18,0.6100000000005821,3.0,0.0,33
tsimane,C25,08,15301.92,15302.53,0.6100000000005821,1.0,2.0,29
tsimane,c22,15,46373.83,46376.3,2.470000000001164,2.0,1.0,31
english,15,16,34458.77,34460.51,1.7400000000052387,0.0,3.0,27
english,04,08,35744.77,35745.37,0.6000000000058208,1.0,2.0,29
tsimane,C25,08,9854.11,9856.45,2.3400000000001455,1.0,2.0,29
tsimane,c22,15,45229.93,45231.14,1.2099999999991269,2.0,1.0,31
tsimane,c22,15,51259.4,51260.37,0.9700000000011642,3.0,0.0,33
tsimane,c15,16,21196.04,21196.67,0.6299999999973807,2.0,1.0,31
english,04,08,29718.35,29719.2,0.8500000000021828,3.0,0.0,33
english,15,16,45586.33,45586.99,0.6599999999962165,3.0,0.0,33
english,23,15,45609.01,45609.62,0.6100000000005821,2.0,1.0,31
tsimane,c15,16,14852.87,14853.51,0.6399999999994179,2.0,1.0,31
tsimane,C25,08,24837.78,24841.21,3.430000000000291,3.0,0.0,33
english,15,16,11814.86,11815.53,0.6700000000000728,1.0,2.0,29
tsimane,c22,15,4115.6,4116.44,0.839999999999236,1.0,2.0,29
tsimane,c22,15,57532.37,57534.28,1.9099999999962165,2.0,1.0,31
tsimane,C25,08,29844.88,29845.68,0.7999999999992724,2.0,1.0,31
english,23,15,18421.01,18423.73,2.720000000001164,3.0,0.0,33
english,15,16,40320.0,40320.62,0.6200000000026193,0.0,3.0,27
tsimane,c22,15,51497.92,51501.03,3.110000000000582,2.0,1.0,31
tsimane,c15,16,10620.43,10621.03,0.6000000000003638,3.0,0.0,33
tsimane,c15,16,19592.95,19593.72,0.7700000000004366,2.0,1.0,31
tsimane,c15,16,27578.2,27579.39,1.1899999999986903,3.0,0.0,33
tsimane,C25,08,45168.05,45169.03,0.9799999999959255,2.0,1.0,31
tsimane,C25,08,28128.12,28128.8,0.680000000000291,2.0,1.0,31
english,04,08,8769.04,8769.64,0.5999999999985448,3.0,0.0,33
tsimane,c15,16,22181.21,22181.81,0.6000000000021828,3.0,0.0,33
english,23,15,16984.61,16985.42,0.8099999999976717,3.0,0.0,33
tsimane,C25,08,3975.29,3975.89,0.599999999999909,3.0,0.0,33
english,23,15,56189.93,56192.45,2.5199999999967986,3.0,0.0,33
english,15,16,246.99,248.88,1.8899999999999864,3.0,0.0,33
tsimane,c15,16,33726.38,33727.65,1.2700000000040745,2.0,1.0,31
english,04,08,35739.87,35740.47,0.5999999999985448,1.0,2.0,29
tsimane,C25,08,4502.37,4503.06,0.6900000000005093,2.0,1.0,31
english,15,16,46960.45,46962.34,1.889999999999418,2.0,1.0,31
tsimane,c22,15,54166.66,54167.26,0.5999999999985448,0.0,3.0,27
tsimane,c22,15,56269.86,56270.46,0.5999999999985448,3.0,0.0,33
tsimane,c22,15,50619.56,50620.16,0.6000000000058208,2.0,1.0,31
english,23,15,6432.82,6433.82,1.0,2.0,1.0,31
tsimane,C25,08,4085.58,4086.73,1.150000000000091,2.0,1.0,31
english,15,16,10072.76,10073.36,0.6000000000003638,3.0,0.0,33
tsimane,c15,16,12015.1,12016.17,1.069999999999709,0.0,3.0,27
tsimane,c15,16,10848.54,10849.83,1.2899999999990541,1.0,2.0,29
tsimane,c15,16,34456.49,34457.19,0.7000000000043656,2.0,1.0,31
english,15,16,38183.04,38183.74,0.6999999999970896,1.0,2.0,29
tsimane,c22,15,184.12,184.97,0.8499999999999943,2.0,1.0,31
english,23,15,23759.91,23761.5,1.5900000000001455,3.0,0.0,33
tsimane,c15,16,19419.65,19420.36,0.7099999999991269,0.0,3.0,27
english,23,15,1031.98,1032.73,0.75,2.0,1.0,31
tsimane,c15,16,3602.02,3603.82,1.800000000000182,2.0,1.0,31
english,23,15,18039.8,18040.4,0.6000000000021828,3.0,0.0,33
tsimane,c15,16,33315.73,33316.33,0.5999999999985448,2.0,1.0,31
tsimane,c22,15,57234.95,57235.55,0.6000000000058208,2.0,1.0,31
tsimane,C25,08,3503.8,3505.93,2.1299999999996544,2.0,1.0,31
tsimane,C25,08,55459.69,55460.29,0.5999999999985448,1.0,2.0,29
english,23,15,46584.52,46585.33,0.8100000000049477,2.0,1.0,31
tsimane,C25,08,25120.63,25121.29,0.6599999999998545,2.0,1.0,31
english,23,15,18405.68,18406.38,0.7000000000007276,3.0,0.0,33
tsimane,C25,08,44902.89,44903.89,1.0,3.0,0.0,33
english,15,16,19207.94,19208.6,0.6599999999998545,3.0,0.0,33
tsimane,C25,08,24911.04,24911.64,0.5999999999985448,3.0,0.0,33
tsimane,c22,15,56454.98,56457.22,2.2399999999979627,2.0,1.0,31
english,04,08,19479.27,19479.87,0.5999999999985448,2.0,1.0,31
tsimane,C25,08,39321.5,39322.1,0.5999999999985448,2.0,1.0,31
english,23,15,31702.68,31703.36,0.680000000000291,3.0,0.0,33
tsimane,C25,08,30009.54,30010.14,0.5999999999985448,3.0,0.0,33
english,04,08,41805.21,41809.01,3.8000000000029104,3.0,0.0,33
english,23,15,48872.06,48872.9,0.8400000000037835,1.0,2.0,29
english,23,15,46564.91,46565.54,0.6299999999973807,3.0,0.0,33
english,15,16,46269.82,46273.96,4.139999999999418,2.0,1.0,31
english,04,08,43413.23,43415.06,1.8299999999944703,2.0,1.0,31
tsimane,c15,16,30900.4,30901.0,0.5999999999985448,0.0,3.0,27
tsimane,C25,08,25308.02,25308.76,0.7399999999979627,2.0,1.0,31
tsimane,C25,08,39816.81,39817.41,0.6000000000058208,3.0,0.0,33
english,23,15,103.49,106.78,3.2900000000000063,3.0,0.0,33
english,15,16,9123.74,9124.39,0.6499999999996362,1.0,2.0,29
tsimane,C25,08,24809.85,24810.73,0.8800000000010186,3.0,0.0,33
english,23,15,23946.19,23949.59,3.400000000001455,3.0,0.0,33
tsimane,c15,16,5217.77,5218.57,0.7999999999992724,1.0,2.0,29
tsimane,c15,16,31228.62,31229.74,1.1200000000026193,3.0,0.0,33
english,15,16,38272.78,38273.42,0.6399999999994179,2.0,1.0,31
english,23,15,13215.66,13217.1,1.4400000000005093,2.0,1.0,31
tsimane,c15,16,20774.83,20775.43,0.5999999999985448,3.0,0.0,33
tsimane,c15,16,11485.88,11486.68,0.8000000000010914,3.0,0.0,33
tsimane,C25,08,28350.68,28351.34,0.6599999999998545,3.0,0.0,33
english,15,16,42514.96,42515.84,0.8799999999973807,3.0,0.0,33
english,15,16,37948.19,37948.8,0.6100000000005821,1.0,2.0,29
english,04,08,43422.37,43422.97,0.5999999999985448,2.0,1.0,31
english,04,08,44308.67,44310.11,1.4400000000023283,3.0,0.0,33
english,04,08,47840.49,47841.52,1.0299999999988358,2.0,1.0,31
english,04,08,43562.58,43563.18,0.5999999999985448,3.0,0.0,33
tsimane,C25,08,23334.72,23335.71,0.9899999999979627,2.0,1.0,31
tsimane,c22,15,54224.86,54226.63,1.7699999999967986,1.0,2.0,29
tsimane,c15,16,26045.92,26048.85,2.930000000000291,2.0,1.0,31
english,23,15,16543.76,16545.87,2.110000000000582,2.0,1.0,31
english,04,08,46523.41,46524.35,0.9399999999950523,3.0,0.0,33
english,15,16,3743.3,3745.25,1.949999999999818,3.0,0.0,33
english,15,16,40389.08,40390.03,0.9499999999970896,1.0,2.0,29
english,15,16,10125.92,10126.59,0.6700000000000728,1.0,2.0,29
tsimane,C25,08,18152.65,18153.89,1.2399999999979627,3.0,0.0,33
tsimane,c15,16,11177.52,11178.12,0.6000000000003638,2.0,1.0,31
english,04,08,26322.63,26323.26,0.6299999999973807,2.0,1.0,31
tsimane,C25,08,7106.78,7107.38,0.6000000000003638,3.0,0.0,33
english,15,16,31519.29,31519.89,0.5999999999985448,1.0,2.0,29
tsimane,c22,15,50859.55,50860.55,1.0,0.0,3.0,27
tsimane,c22,15,53926.31,53928.64,2.3300000000017462,1.0,2.0,29
tsimane,c22,15,50617.01,50617.63,0.6199999999953434,3.0,0.0,33
tsimane,c22,15,606.58,607.18,0.599999999999909,3.0,0.0,33
english,04,08,24900.91,24901.71,0.7999999999992724,0.0,3.0,27
tsimane,c15,16,13712.39,13713.14,0.75,3.0,0.0,33
english,15,16,40964.66,40965.73,1.069999999999709,3.0,0.0,33
tsimane,c22,15,53268.58,53270.82,2.2399999999979627,2.0,1.0,31
tsimane,c15,16,3598.88,3599.48,0.599999999999909,1.0,2.0,29
tsimane,c22,15,51021.66,51022.74,1.0799999999944703,2.0,1.0,31
tsimane,c15,16,35002.86,35003.63,0.7699999999967986,2.0,1.0,31
tsimane,c22,15,51571.66,51573.46,1.7999999999956344,2.0,1.0,31
tsimane,c22,15,46071.74,46072.36,0.6200000000026193,0.0,3.0,27
tsimane,c15,16,1821.52,1822.18,0.6600000000000819,3.0,0.0,33
english,15,16,46232.58,46237.22,4.639999999999418,2.0,1.0,31
tsimane,c15,16,11450.75,11451.49,0.7399999999997817,2.0,1.0,31
tsimane,c15,16,1501.16,1502.74,1.5799999999999272,0.0,3.0,27
english,04,08,26290.76,26291.43,0.6700000000018917,0.0,3.0,27
tsimane,c22,15,55085.66,55086.41,0.75,2.0,1.0,31
english,04,08,42565.09,42566.43,1.3400000000037835,0.0,3.0,27
tsimane,C25,08,22409.81,22410.96,1.1499999999978172,3.0,0.0,33
english,23,15,543.0,545.42,2.419999999999959,3.0,0.0,33
english,23,15,2247.24,2248.46,1.2200000000002547,2.0,1.0,31
english,04,08,47431.93,47432.96,1.0299999999988358,1.0,2.0,29
english,23,15,1496.66,1497.26,0.599999999999909,0.0,3.0,27
tsimane,C25,08,12474.75,12475.65,0.8999999999996362,3.0,0.0,33
english,04,08,25569.54,25570.14,0.5999999999985448,1.0,2.0,29
english,04,08,1802.43,1803.21,0.7799999999999727,0.0,3.0,27
tsimane,c22,15,51155.79,51157.31,1.5199999999967986,2.0,1.0,31
tsimane,C25,08,18731.36,18732.39,1.0299999999988358,3.0,0.0,33
tsimane,C25,08,21354.25,21354.91,0.6599999999998545,3.0,0.0,33
tsimane,C25,08,20874.23,20875.75,1.5200000000004366,3.0,0.0,33
tsimane,C25,08,49331.75,49332.35,0.5999999999985448,3.0,0.0,33
english,15,16,2851.99,2852.97,0.9800000000000182,3.0,0.0,33
tsimane,c15,16,34839.51,34840.4,0.8899999999994179,3.0,0.0,33
english,23,15,12842.28,12843.91,1.6299999999991996,1.0,2.0,29
english,15,16,32301.15,32301.75,0.5999999999985448,3.0,0.0,33
english,15,16,38666.42,38667.11,0.6900000000023283,2.0,1.0,31
tsimane,c22,15,56328.14,56328.74,0.5999999999985448,3.0,0.0,33
english,04,08,46933.77,46935.11,1.3400000000037835,3.0,0.0,33
tsimane,c22,15,53736.03,53738.06,2.029999999998836,3.0,0.0,33
english,04,08,47710.72,47711.66,0.9400000000023283,0.0,3.0,27
english,04,08,30135.14,30135.74,0.6000000000021828,3.0,0.0,33
tsimane,c15,16,34766.26,34767.66,1.4000000000014552,3.0,0.0,33
english,23,15,39014.72,39015.85,1.1299999999973807,1.0,2.0,29
english,23,15,20289.61,20293.95,4.3400000000001455,2.0,1.0,31
tsimane,c15,16,7186.27,7186.87,0.5999999999994543,3.0,0.0,33
tsimane,C25,08,20797.77,20799.04,1.2700000000004366,2.0,1.0,31
english,15,16,11773.85,11775.02,1.1700000000000728,3.0,0.0,33
english,23,15,39284.94,39285.56,0.6199999999953434,2.0,1.0,31
english,04,08,33709.02,33709.67,0.6500000000014552,3.0,0.0,33
english,04,08,47445.14,47445.96,0.819999999999709,2.0,1.0,31
english,15,16,33020.83,33022.11,1.2799999999988358,1.0,2.0,29
tsimane,c15,16,9258.66,9259.26,0.6000000000003638,2.0,1.0,31
english,15,16,8232.61,8233.3,0.6899999999986903,0.0,3.0,27
english,04,08,5227.44,5228.05,0.6100000000005821,0.0,3.0,27
tsimane,c15,16,23316.41,23317.01,0.5999999999985448,3.0,0.0,33
english,23,15,26083.46,26086.4,2.9400000000023283,3.0,0.0,33
tsimane,C25,08,24706.7,24708.35,1.6499999999978172,3.0,0.0,33
tsimane,c22,15,52106.37,52107.1,0.7299999999959255,1.0,2.0,29
tsimane,C25,08,608.05,608.81,0.7599999999999909,3.0,0.0,33
english,15,16,40190.74,40191.4,0.6600000000034925,1.0,2.0,29
tsimane,c15,16,26943.68,26944.81,1.1300000000010186,3.0,0.0,33
english,23,15,45140.44,45141.04,0.5999999999985448,3.0,0.0,33
english,04,08,17241.21,17241.97,0.7600000000020373,3.0,0.0,33
tsimane,c15,16,13903.23,13904.23,1.0,3.0,0.0,33
tsimane,c22,15,48767.17,48767.77,0.5999999999985448,3.0,0.0,33
tsimane,c22,15,50602.89,50605.92,3.029999999998836,3.0,0.0,33
tsimane,C25,08,16495.75,16496.35,0.5999999999985448,3.0,0.0,33
tsimane,C25,08,20688.93,20690.84,1.9099999999998545,0.0,3.0,27
tsimane,c22,15,55341.45,55342.05,0.6000000000058208,3.0,0.0,33
english,23,15,2492.98,2493.72,0.7399999999997817,2.0,1.0,31
english,15,16,10044.22,10045.23,1.0100000000002183,3.0,0.0,33
tsimane,c15,16,34697.69,34698.8,1.110000000000582,3.0,0.0,33
tsimane,c15,16,21261.21,21261.91,0.7000000000007276,3.0,0.0,33
english,23,15,28236.09,28237.16,1.069999999999709,1.0,2.0,29
tsimane,c22,15,53148.8,53149.48,0.680000000000291,1.0,2.0,29
tsimane,c15,16,21696.45,21699.16,2.709999999999127,2.0,1.0,31
tsimane,C25,08,21119.22,21121.03,1.8099999999976717,3.0,0.0,33
tsimane,c22,15,43257.3,43259.2,1.8999999999941792,1.0,2.0,29
tsimane,C25,08,1205.33,1205.93,0.6000000000001364,2.0,1.0,31
tsimane,c22,15,48319.04,48319.75,0.7099999999991269,1.0,2.0,29
english,04,08,44660.8,44661.65,0.8499999999985448,3.0,0.0,33
tsimane,c15,16,26658.0,26659.04,1.0400000000008731,1.0,2.0,29
english,23,15,33615.69,33621.21,5.519999999996799,3.0,0.0,33
english,23,15,34142.07,34142.85,0.7799999999988358,3.0,0.0,33
tsimane,c22,15,57144.38,57144.98,0.6000000000058208,2.0,1.0,31
tsimane,c22,15,56380.07,56380.68,0.6100000000005821,1.0,2.0,29
tsimane,c15,16,34484.9,34487.5,2.599999999998545,2.0,1.0,31
tsimane,C25,08,28287.52,28288.12,0.5999999999985448,2.0,1.0,31
tsimane,C25,08,10148.79,10149.39,0.5999999999985448,3.0,0.0,33
english,23,15,56327.16,56327.96,0.7999999999956344,3.0,0.0,33
english,15,16,14170.13,14170.73,0.6000000000003638,3.0,0.0,33
tsimane,c22,15,57090.7,57094.05,3.3500000000058208,3.0,0.0,33
tsimane,C25,08,21241.66,21242.31,0.6500000000014552,2.0,1.0,31
tsimane,c22,15,4083.09,4083.91,0.819999999999709,2.0,1.0,31
tsimane,c22,15,53824.55,53825.44,0.8899999999994179,2.0,1.0,31
english,15,16,39667.13,39667.73,0.6000000000058208,1.0,2.0,29
english,04,08,28319.5,28323.63,4.130000000001019,3.0,0.0,33
tsimane,c15,16,13129.57,13130.17,0.6000000000003638,0.0,3.0,27
tsimane,c15,16,23698.7,23699.37,0.6699999999982538,1.0,2.0,29
english,15,16,6806.82,6807.42,0.6000000000003638,2.0,1.0,31
english,23,15,38996.42,38997.42,1.0,1.0,2.0,29
english,04,08,30919.95,30921.13,1.180000000000291,3.0,0.0,33
tsimane,c22,15,51195.75,51196.97,1.2200000000011642,2.0,1.0,31
tsimane,c22,15,48814.93,48815.93,1.0,3.0,0.0,33
tsimane,C25,08,56095.24,56096.67,1.430000000000291,3.0,0.0,33
tsimane,C25,08,30884.31,30885.33,1.0200000000004366,3.0,0.0,33
tsimane,C25,08,48665.74,48666.4,0.6600000000034925,1.0,2.0,29
tsimane,C25,08,6747.14,6751.34,4.199999999999818,1.0,2.0,29
english,04,08,28923.78,28925.07,1.2900000000008731,3.0,0.0,33
tsimane,c22,15,48806.12,48806.85,0.7299999999959255,2.0,1.0,31
tsimane,C25,08,39273.27,39273.92,0.6500000000014552,0.0,3.0,27
tsimane,C25,08,9432.95,9433.57,0.6199999999989814,3.0,0.0,33
tsimane,c22,15,53212.44,53213.04,0.5999999999985448,3.0,0.0,33
english,04,08,45312.25,45313.2,0.9499999999970896,3.0,0.0,33
english,23,15,49174.53,49175.33,0.8000000000029104,3.0,0.0,33
tsimane,C25,08,3986.7,3987.3,0.6000000000003638,1.0,2.0,29
tsimane,c22,15,45297.45,45298.05,0.6000000000058208,2.0,1.0,31
english,23,15,2334.95,2336.51,1.5600000000004002,2.0,1.0,31
english,04,08,30534.69,30537.12,2.430000000000291,3.0,0.0,33
tsimane,c15,16,26271.94,26272.54,0.6000000000021828,1.0,2.0,29
english,23,15,4746.74,4747.37,0.6300000000001091,1.0,2.0,29
english,04,08,13922.03,13922.86,0.8299999999999272,2.0,1.0,31
english,04,08,39992.4,39993.38,0.9799999999959255,0.0,3.0,27
english,23,15,10746.48,10748.35,1.8700000000008004,3.0,0.0,33
tsimane,c15,16,2279.61,2280.25,0.6399999999998727,0.0,3.0,27
english,04,08,8536.32,8537.29,0.9700000000011642,1.0,2.0,29
tsimane,C25,08,21360.46,21362.78,2.319999999999709,3.0,0.0,33
tsimane,C25,08,29410.44,29411.92,1.4799999999995634,2.0,1.0,31
english,15,16,15972.96,15973.57,0.6100000000005821,3.0,0.0,33
english,23,15,26573.3,26573.91,0.6100000000005821,3.0,0.0,33
english,04,08,3666.02,3666.62,0.599999999999909,2.0,1.0,31
tsimane,c22,15,57394.08,57395.34,1.2599999999947613,2.0,1.0,31
english,04,08,30181.52,30184.82,3.2999999999992724,3.0,0.0,33
english,15,16,2174.33,2174.93,0.599999999999909,3.0,0.0,33
tsimane,c15,16,25037.19,25037.79,0.6000000000021828,3.0,0.0,33
english,04,08,26004.09,26004.69,0.5999999999985448,2.0,1.0,31
tsimane,c22,15,51115.63,51116.55,0.9200000000055297,2.0,1.0,31
english,15,16,41368.27,41369.27,1.0,0.0,3.0,27
english,04,08,18929.18,18929.79,0.6100000000005821,3.0,0.0,33
tsimane,c15,16,21729.24,21729.92,0.6799999999966531,2.0,1.0,31
tsimane,C25,08,27593.37,27594.39,1.0200000000004366,2.0,1.0,31
english,04,08,29239.39,29240.02,0.6300000000010186,1.0,2.0,29
tsimane,c15,16,26114.45,26115.48,1.0299999999988358,0.0,3.0,27
english,04,08,32177.16,32180.84,3.680000000000291,3.0,0.0,33
tsimane,c22,15,50788.44,50792.14,3.6999999999970896,3.0,0.0,33
tsimane,c22,15,166.6,167.38,0.7800000000000011,2.0,1.0,31
tsimane,c22,15,45671.37,45671.97,0.5999999999985448,3.0,0.0,33
tsimane,C25,08,21009.73,21010.63,0.9000000000014552,3.0,0.0,33
tsimane,C25,08,44886.9,44888.52,1.6199999999953434,3.0,0.0,33
english,15,16,36425.48,36426.22,0.7399999999979627,3.0,0.0,33
english,04,08,34667.8,34671.06,3.2599999999947613,3.0,0.0,33
tsimane,c22,15,57160.83,57162.18,1.3499999999985448,2.0,1.0,31
english,04,08,46731.97,46732.57,0.5999999999985448,3.0,0.0,33
tsimane,c22,15,48084.02,48084.94,0.9200000000055297,2.0,1.0,31
english,23,15,48030.53,48031.54,1.0100000000020373,0.0,3.0,27
english,04,08,29848.14,29848.78,0.6399999999994179,3.0,0.0,33
english,23,15,21825.3,21825.91,0.6100000000005821,2.0,1.0,31
english,04,08,17933.46,17935.24,1.7800000000024738,3.0,0.0,33
tsimane,c22,15,56300.76,56301.37,0.6100000000005821,0.0,3.0,27
english,15,16,37366.97,37367.79,0.819999999999709,1.0,2.0,29
english,04,08,29898.51,29899.47,0.9600000000027649,3.0,0.0,33
english,15,16,10187.87,10188.66,0.7899999999990541,1.0,2.0,29
english,23,15,31449.84,31450.83,0.9900000000016007,2.0,1.0,31
tsimane,c15,16,17369.03,17369.85,0.819999999999709,3.0,0.0,33
english,15,16,2179.67,2180.27,0.599999999999909,2.0,1.0,31
english,15,16,4980.48,4981.08,0.6000000000003638,3.0,0.0,33
tsimane,c15,16,34180.4,34181.2,0.7999999999956344,1.0,2.0,29
english,23,15,12585.49,12586.14,0.6499999999996362,0.0,3.0,27
tsimane,C25,08,44423.65,44424.47,0.819999999999709,3.0,0.0,33
english,23,15,7485.48,7486.17,0.6900000000005093,2.0,1.0,31
tsimane,C25,08,21506.89,21507.49,0.6000000000021828,2.0,1.0,31
tsimane,c22,15,52323.98,52324.61,0.6299999999973807,0.0,3.0,27
tsimane,c15,16,20138.81,20140.6,1.7899999999972351,3.0,0.0,33
tsimane,C25,08,15641.0,15641.72,0.7199999999993452,2.0,1.0,31
english,15,16,41339.03,41340.95,1.9199999999982538,0.0,3.0,27
english,04,08,32043.05,32043.65,0.6000000000021828,1.0,2.0,29
english,04,08,26224.27,26228.25,3.9799999999995634,3.0,0.0,33
tsimane,c15,16,9448.61,9449.51,0.8999999999996362,0.0,3.0,27
tsimane,C25,08,18646.2,18647.48,1.2799999999988358,2.0,1.0,31
tsimane,c15,16,9518.3,9519.31,1.0100000000002183,3.0,0.0,33
tsimane,C25,08,29486.9,29487.6,0.6999999999970896,3.0,0.0,33
english,23,15,14785.27,14790.46,5.18999999999869,3.0,0.0,33
english,23,15,46967.76,46968.44,0.680000000000291,3.0,0.0,33
english,23,15,7279.48,7280.14,0.660000000000764,3.0,0.0,33
english,04,08,16483.17,16483.79,0.6200000000026193,3.0,0.0,33
english,04,08,18920.4,18921.0,0.5999999999985448,2.0,1.0,31
tsimane,c15,16,6847.18,6847.78,0.5999999999994543,3.0,0.0,33
english,04,08,19514.62,19515.95,1.3300000000017462,2.0,1.0,31
english,23,15,21602.43,21603.43,1.0,0.0,3.0,27
english,04,08,18551.8,18553.27,1.4700000000011642,3.0,0.0,33
tsimane,C25,08,33051.8,33052.4,0.5999999999985448,0.0,3.0,27
english,04,08,32002.6,32003.78,1.180000000000291,3.0,0.0,33
tsimane,C25,08,24325.02,24325.63,0.6100000000005821,2.0,1.0,31
english,23,15,14161.17,14162.95,1.7800000000006548,3.0,0.0,33
english,04,08,47672.37,47673.72,1.3499999999985448,1.0,2.0,29
english,23,15,4679.86,4681.33,1.4700000000002547,3.0,0.0,33
tsimane,c22,15,50704.53,50705.4,0.8700000000026193,2.0,1.0,31
english,04,08,2342.57,2343.57,1.0,2.0,1.0,31
tsimane,c22,15,8267.05,8268.05,1.0,1.0,2.0,29
english,15,16,2016.81,2017.67,0.8600000000001273,3.0,0.0,33
english,23,15,38968.97,38970.92,1.9499999999970896,3.0,0.0,33
tsimane,C25,08,11344.15,11345.02,0.8700000000008004,3.0,0.0,33
tsimane,c22,15,2719.21,2720.28,1.0700000000001637,0.0,3.0,27
tsimane,c15,16,17793.26,17793.87,0.6100000000005821,3.0,0.0,33
tsimane,c22,15,53054.03,53054.63,0.5999999999985448,2.0,1.0,31
tsimane,c22,15,53478.03,53478.87,0.8400000000037835,2.0,1.0,31
english,15,16,17213.27,17213.95,0.680000000000291,2.0,1.0,31
english,04,08,33971.58,33973.49,1.9099999999962165,3.0,0.0,33
english,04,08,34037.32,34038.0,0.680000000000291,3.0,0.0,33
english,15,16,2023.33,2023.93,0.6000000000001364,3.0,0.0,33
english,15,16,47016.65,47017.79,1.139999999999418,2.0,1.0,31
english,04,08,46478.41,46479.37,0.9599999999991269,3.0,0.0,33
english,04,08,35846.29,35846.92,0.6299999999973807,0.0,3.0,27
tsimane,c22,15,53384.51,53385.16,0.6500000000014552,2.0,1.0,31
tsimane,C25,08,22871.62,22872.22,0.6000000000021828,1.0,2.0,29
english,23,15,1992.16,1993.19,1.0299999999999727,1.0,2.0,29
english,04,08,34055.15,34055.88,0.7299999999959255,3.0,0.0,33
english,15,16,12798.29,12799.55,1.2599999999983993,3.0,0.0,33
english,15,16,4094.99,4096.93,1.9400000000005093,3.0,0.0,33
english,15,16,33277.72,33278.86,1.139999999999418,0.0,3.0,27
tsimane,c22,15,40750.61,40751.47,0.8600000000005821,3.0,0.0,33
tsimane,c15,16,21980.23,21980.93,0.7000000000007276,3.0,0.0,33
tsimane,c22,15,48733.59,48734.23,0.6400000000066939,1.0,2.0,29
english,23,15,56443.69,56444.51,0.819999999999709,2.0,1.0,31
english,15,16,45562.16,45562.76,0.5999999999985448,1.0,2.0,29
tsimane,c15,16,20188.93,20189.73,0.7999999999992724,2.0,1.0,31
tsimane,c22,15,55038.04,55038.64,0.5999999999985448,1.0,2.0,29
tsimane,c15,16,13949.44,13950.34,0.8999999999996362,1.0,2.0,29
tsimane,C25,08,27118.37,27118.99,0.6200000000026193,3.0,0.0,33
english,23,15,10743.99,10745.65,1.6599999999998545,2.0,1.0,31
tsimane,c22,15,51243.26,51244.47,1.2099999999991269,2.0,1.0,31
tsimane,c15,16,21234.15,21234.75,0.5999999999985448,3.0,0.0,33
english,04,08,1578.66,1580.62,1.959999999999809,1.0,2.0,29
english,15,16,37245.84,37246.62,0.7800000000061118,2.0,1.0,31
tsimane,c22,15,47237.74,47238.63,0.8899999999994179,3.0,0.0,33
english,15,16,8767.41,8768.19,0.7800000000006548,3.0,0.0,33
tsimane,C25,08,45227.2,45227.82,0.6200000000026193,1.0,2.0,29
english,23,15,6477.36,6477.99,0.6300000000001091,0.0,3.0,27
tsimane,c15,16,2919.04,2919.97,0.9299999999998363,3.0,0.0,33
tsimane,c22,15,50004.36,50005.14,0.7799999999988358,3.0,0.0,33
english,15,16,4502.15,4504.14,1.9900000000006912,3.0,0.0,33
english,04,08,43802.36,43803.03,0.6699999999982538,3.0,0.0,33
english,04,08,30543.4,30544.32,0.9199999999982538,3.0,0.0,33
tsimane,C25,08,22543.51,22544.15,0.6400000000030559,3.0,0.0,33
tsimane,c15,16,21149.29,21151.49,2.2000000000007276,3.0,0.0,33
english,23,15,48940.94,48942.46,1.5199999999967986,1.0,2.0,29
tsimane,C25,08,15514.09,15514.72,0.6299999999991996,3.0,0.0,33
tsimane,C25,08,9269.47,9270.07,0.6000000000003638,3.0,0.0,33
english,04,08,13872.59,13873.73,1.139999999999418,1.0,2.0,29
tsimane,C25,08,55879.43,55880.03,0.5999999999985448,3.0,0.0,33
tsimane,c22,15,1355.09,1356.01,0.9200000000000728,1.0,2.0,29
tsimane,c15,16,21169.23,21170.05,0.819999999999709,3.0,0.0,33
english,15,16,37068.09,37068.69,0.6000000000058208,3.0,0.0,33
english,04,08,28856.61,28857.42,0.8099999999976717,0.0,3.0,27
tsimane,c22,15,56306.43,56307.43,1.0,3.0,0.0,33
tsimane,C25,08,27343.6,27344.26,0.6599999999998545,3.0,0.0,33
tsimane,C25,08,13125.01,13125.84,0.8299999999999272,0.0,3.0,27
english,15,16,4014.24,4014.84,0.6000000000003638,3.0,0.0,33
tsimane,c15,16,26702.45,26703.28,0.8299999999981083,2.0,1.0,31
tsimane,C25,08,9591.97,9593.94,1.9700000000011642,1.0,2.0,29
tsimane,c15,16,26531.27,26531.87,0.5999999999985448,2.0,1.0,31
english,23,15,46688.24,46688.84,0.5999999999985448,3.0,0.0,33
tsimane,c15,16,520.9,521.5,0.6000000000000227,2.0,1.0,31
english,23,15,56198.95,56201.31,2.360000000000582,3.0,0.0,33
tsimane,c15,16,5616.47,5617.2,0.7299999999995634,1.0,2.0,29
english,23,15,21670.99,21673.46,2.469999999997526,3.0,0.0,33
english,23,15,41589.92,41590.74,0.819999999999709,1.0,2.0,29
tsimane,c15,16,19680.92,19681.97,1.0500000000029104,1.0,2.0,29
english,23,15,48360.87,48361.52,0.6499999999941792,1.0,2.0,29
english,04,08,8463.98,8464.71,0.7299999999995634,3.0,0.0,33
